date,ward_code,ward_name,crime_type,severity,ipc_section
2020-08-17,K/W,Andheri West,Cyber Fraud,High,IPC 493
2020-08-17,H/E,Bandra East,Burglary,Medium,IPC 483
2020-08-17,F/N,Matunga,Cyber Fraud,High,IPC 489
2020-08-17,K/W,Andheri West,Burglary,Low,IPC 478
2020-08-17,R/C,Borivali,Theft,High,IPC 334
2020-08-17,D,Malabar Hill,Assault,Medium,IPC 425
2020-08-17,N,Ghatkopar,Theft,Medium,IPC 467
2020-08-17,H/E,Bandra East,Chain Snatching,Medium,IPC 469
2020-08-17,F/N,Matunga,Theft,High,IPC 466
2020-08-17,M/E,Govandi,Chain Snatching,High,IPC 313
2020-08-17,A,Colaba/Fort,Chain Snatching,Medium,IPC 418
2020-08-18,K/W,Andheri West,Burglary,Medium,IPC 374
2020-08-18,R/C,Borivali,Cyber Fraud,Low,IPC 319
2020-08-18,E,Byculla,Cyber Fraud,Low,IPC 478
2020-08-18,N,Ghatkopar,Burglary,Low,IPC 390
2020-08-18,D,Malabar Hill,Assault,Medium,IPC 356
2020-08-18,N,Ghatkopar,Theft,Medium,IPC 351
2020-08-18,R/C,Borivali,Assault,Low,IPC 396
2020-08-18,G/N,Dharavi,Theft,Low,IPC 341
2020-08-18,A,Colaba/Fort,Assault,High,IPC 410
2020-08-18,D,Malabar Hill,Burglary,Low,IPC 349
2020-08-18,G/N,Dharavi,Burglary,High,IPC 451
2020-08-19,D,Malabar Hill,Assault,Medium,IPC 446
2020-08-19,L,Kurla,Theft,Medium,IPC 342
2020-08-19,A,Colaba/Fort,Burglary,Low,IPC 499
2020-08-19,G/N,Dharavi,Assault,Medium,IPC 361
2020-08-19,H/E,Bandra East,Theft,Medium,IPC 411
2020-08-19,H/E,Bandra East,Extortion,High,IPC 382
2020-08-19,F/N,Matunga,Theft,Low,IPC 323
2020-08-19,D,Malabar Hill,Cyber Fraud,Medium,IPC 451
2020-08-19,N,Ghatkopar,Extortion,Low,IPC 465
2020-08-19,A,Colaba/Fort,Extortion,High,IPC 436
2020-08-19,N,Ghatkopar,Cyber Fraud,High,IPC 371
2020-08-19,G/N,Dharavi,Extortion,High,IPC 398
2020-08-20,D,Malabar Hill,Extortion,High,IPC 496
2020-08-20,A,Colaba/Fort,Assault,Medium,IPC 463
2020-08-20,E,Byculla,Theft,High,IPC 390
2020-08-20,A,Colaba/Fort,Burglary,Medium,IPC 409
2020-08-20,N,Ghatkopar,Theft,Medium,IPC 340
2020-08-20,F/N,Matunga,Chain Snatching,Medium,IPC 345
2020-08-20,L,Kurla,Cyber Fraud,Medium,IPC 388
2020-08-20,N,Ghatkopar,Theft,Low,IPC 460
2020-08-20,K/W,Andheri West,Assault,Low,IPC 409
2020-08-20,N,Ghatkopar,Burglary,Low,IPC 436
2020-08-20,F/N,Matunga,Theft,Medium,IPC 397
2020-08-20,N,Ghatkopar,Chain Snatching,Medium,IPC 412
2020-08-20,G/N,Dharavi,Theft,Low,IPC 420
2020-08-21,K/W,Andheri West,Burglary,High,IPC 449
2020-08-21,D,Malabar Hill,Assault,Low,IPC 499
2020-08-21,N,Ghatkopar,Theft,Low,IPC 339
2020-08-21,E,Byculla,Burglary,High,IPC 310
2020-08-21,D,Malabar Hill,Cyber Fraud,High,IPC 325
2020-08-21,F/N,Matunga,Assault,Medium,IPC 308
2020-08-21,N,Ghatkopar,Chain Snatching,Low,IPC 437
2020-08-21,N,Ghatkopar,Chain Snatching,Medium,IPC 433
2020-08-21,N,Ghatkopar,Cyber Fraud,Low,IPC 449
2020-08-22,F/N,Matunga,Extortion,High,IPC 309
2020-08-22,E,Byculla,Extortion,High,IPC 453
2020-08-22,N,Ghatkopar,Extortion,Medium,IPC 348
2020-08-22,K/W,Andheri West,Theft,Medium,IPC 423
2020-08-22,D,Malabar Hill,Extortion,Low,IPC 459
2020-08-22,R/C,Borivali,Burglary,Low,IPC 348
2020-08-22,K/W,Andheri West,Burglary,Medium,IPC 443
2020-08-22,E,Byculla,Assault,Low,IPC 422
2020-08-22,K/W,Andheri West,Assault,High,IPC 421
2020-08-22,E,Byculla,Assault,Medium,IPC 452
2020-08-22,N,Ghatkopar,Chain Snatching,Low,IPC 454
2020-08-22,A,Colaba/Fort,Assault,Medium,IPC 407
2020-08-22,K/W,Andheri West,Cyber Fraud,High,IPC 471
2020-08-22,A,Colaba/Fort,Burglary,Low,IPC 459
2020-08-22,K/W,Andheri West,Theft,Medium,IPC 340
2020-08-22,H/E,Bandra East,Cyber Fraud,Medium,IPC 462
2020-08-23,D,Malabar Hill,Theft,High,IPC 470
2020-08-23,D,Malabar Hill,Cyber Fraud,Medium,IPC 352
2020-08-23,L,Kurla,Chain Snatching,Medium,IPC 499
2020-08-23,E,Byculla,Cyber Fraud,High,IPC 325
2020-08-23,A,Colaba/Fort,Theft,Medium,IPC 353
2020-08-23,K/W,Andheri West,Assault,High,IPC 439
2020-08-23,A,Colaba/Fort,Assault,Medium,IPC 413
2020-08-23,A,Colaba/Fort,Theft,High,IPC 423
2020-08-23,H/E,Bandra East,Burglary,High,IPC 427
2020-08-23,D,Malabar Hill,Burglary,High,IPC 322
2020-08-23,G/N,Dharavi,Assault,Low,IPC 341
2020-08-23,K/W,Andheri West,Theft,High,IPC 325
2020-08-23,D,Malabar Hill,Theft,Medium,IPC 495
2020-08-24,L,Kurla,Cyber Fraud,Low,IPC 408
2020-08-24,E,Byculla,Cyber Fraud,High,IPC 382
2020-08-24,A,Colaba/Fort,Burglary,Medium,IPC 444
2020-08-24,L,Kurla,Burglary,Medium,IPC 337
2020-08-24,L,Kurla,Chain Snatching,Medium,IPC 482
2020-08-24,M/E,Govandi,Assault,Medium,IPC 304
2020-08-25,M/E,Govandi,Chain Snatching,High,IPC 386
2020-08-25,G/N,Dharavi,Burglary,High,IPC 316
2020-08-25,A,Colaba/Fort,Burglary,Low,IPC 323
2020-08-25,G/N,Dharavi,Assault,High,IPC 345
2020-08-25,M/E,Govandi,Theft,Low,IPC 372
2020-08-25,F/N,Matunga,Assault,Medium,IPC 499
2020-08-25,N,Ghatkopar,Theft,Medium,IPC 337
2020-08-26,E,Byculla,Assault,Medium,IPC 445
2020-08-26,G/N,Dharavi,Extortion,High,IPC 327
2020-08-26,A,Colaba/Fort,Chain Snatching,Low,IPC 493
2020-08-26,R/C,Borivali,Chain Snatching,Medium,IPC 316
2020-08-26,E,Byculla,Cyber Fraud,Medium,IPC 310
2020-08-26,N,Ghatkopar,Burglary,Low,IPC 371
2020-08-26,D,Malabar Hill,Cyber Fraud,Low,IPC 401
2020-08-26,M/E,Govandi,Chain Snatching,Medium,IPC 408
2020-08-26,G/N,Dharavi,Cyber Fraud,High,IPC 349
2020-08-26,L,Kurla,Chain Snatching,High,IPC 323
2020-08-26,E,Byculla,Theft,High,IPC 455
2020-08-26,M/E,Govandi,Chain Snatching,Medium,IPC 387
2020-08-26,H/E,Bandra East,Cyber Fraud,High,IPC 326
2020-08-26,N,Ghatkopar,Extortion,High,IPC 343
2020-08-26,F/N,Matunga,Assault,Low,IPC 463
2020-08-27,H/E,Bandra East,Burglary,Medium,IPC 370
2020-08-27,M/E,Govandi,Cyber Fraud,High,IPC 479
2020-08-27,G/N,Dharavi,Cyber Fraud,Medium,IPC 411
2020-08-27,G/N,Dharavi,Extortion,High,IPC 461
2020-08-27,M/E,Govandi,Theft,Medium,IPC 325
2020-08-27,G/N,Dharavi,Assault,Medium,IPC 488
2020-08-27,R/C,Borivali,Assault,Medium,IPC 320
2020-08-27,M/E,Govandi,Chain Snatching,Low,IPC 353
2020-08-27,L,Kurla,Chain Snatching,Low,IPC 374
2020-08-27,H/E,Bandra East,Theft,High,IPC 436
2020-08-27,A,Colaba/Fort,Burglary,Medium,IPC 409
2020-08-27,G/N,Dharavi,Cyber Fraud,Low,IPC 338
2020-08-27,D,Malabar Hill,Extortion,Low,IPC 310
2020-08-27,H/E,Bandra East,Cyber Fraud,Medium,IPC 443
2020-08-27,K/W,Andheri West,Theft,Medium,IPC 469
2020-08-27,N,Ghatkopar,Burglary,High,IPC 485
2020-08-27,M/E,Govandi,Burglary,Low,IPC 314
2020-08-27,D,Malabar Hill,Cyber Fraud,Medium,IPC 464
2020-08-27,E,Byculla,Chain Snatching,Medium,IPC 420
2020-08-27,M/E,Govandi,Cyber Fraud,Medium,IPC 426
2020-08-28,A,Colaba/Fort,Cyber Fraud,Low,IPC 311
2020-08-28,R/C,Borivali,Cyber Fraud,Medium,IPC 350
2020-08-28,N,Ghatkopar,Burglary,High,IPC 482
2020-08-28,M/E,Govandi,Assault,Medium,IPC 416
2020-08-28,N,Ghatkopar,Assault,High,IPC 337
2020-08-28,N,Ghatkopar,Chain Snatching,Low,IPC 390
2020-08-28,K/W,Andheri West,Theft,Medium,IPC 466
2020-08-28,K/W,Andheri West,Extortion,High,IPC 382
2020-08-28,A,Colaba/Fort,Cyber Fraud,High,IPC 492
2020-08-28,D,Malabar Hill,Chain Snatching,Medium,IPC 493
2020-08-28,L,Kurla,Chain Snatching,Low,IPC 391
2020-08-28,M/E,Govandi,Cyber Fraud,Medium,IPC 409
2020-08-28,K/W,Andheri West,Cyber Fraud,Medium,IPC 462
2020-08-29,E,Byculla,Chain Snatching,Medium,IPC 494
2020-08-29,N,Ghatkopar,Theft,Medium,IPC 452
2020-08-29,K/W,Andheri West,Assault,High,IPC 357
2020-08-29,A,Colaba/Fort,Theft,Medium,IPC 345
2020-08-29,M/E,Govandi,Burglary,Low,IPC 440
2020-08-29,M/E,Govandi,Extortion,Low,IPC 442
2020-08-29,M/E,Govandi,Cyber Fraud,Low,IPC 393
2020-08-29,H/E,Bandra East,Theft,High,IPC 308
2020-08-29,H/E,Bandra East,Assault,Medium,IPC 319
2020-08-29,H/E,Bandra East,Burglary,High,IPC 467
2020-08-30,K/W,Andheri West,Extortion,Low,IPC 305
2020-08-30,F/N,Matunga,Extortion,High,IPC 474
2020-08-30,L,Kurla,Cyber Fraud,Low,IPC 402
2020-08-30,H/E,Bandra East,Cyber Fraud,High,IPC 313
2020-08-30,H/E,Bandra East,Assault,High,IPC 449
2020-08-30,K/W,Andheri West,Chain Snatching,Low,IPC 380
2020-08-30,K/W,Andheri West,Extortion,Low,IPC 358
2020-08-30,R/C,Borivali,Theft,Low,IPC 362
2020-08-30,H/E,Bandra East,Cyber Fraud,High,IPC 355
2020-08-30,F/N,Matunga,Burglary,Low,IPC 478
2020-08-30,M/E,Govandi,Chain Snatching,High,IPC 345
2020-08-30,F/N,Matunga,Chain Snatching,High,IPC 402
2020-08-30,G/N,Dharavi,Theft,Low,IPC 399
2020-08-30,N,Ghatkopar,Extortion,Low,IPC 500
2020-08-30,G/N,Dharavi,Assault,Medium,IPC 430
2020-08-31,E,Byculla,Theft,High,IPC 472
2020-08-31,G/N,Dharavi,Assault,Medium,IPC 379
2020-08-31,D,Malabar Hill,Chain Snatching,Medium,IPC 491
2020-08-31,D,Malabar Hill,Cyber Fraud,High,IPC 307
2020-08-31,G/N,Dharavi,Theft,Medium,IPC 394
2020-08-31,F/N,Matunga,Extortion,Medium,IPC 368
2020-08-31,M/E,Govandi,Chain Snatching,Medium,IPC 491
2020-08-31,G/N,Dharavi,Theft,High,IPC 392
2020-08-31,K/W,Andheri West,Assault,High,IPC 358
2020-08-31,R/C,Borivali,Chain Snatching,Low,IPC 340
2020-08-31,F/N,Matunga,Chain Snatching,Low,IPC 372
2020-08-31,K/W,Andheri West,Chain Snatching,Low,IPC 427
2020-08-31,A,Colaba/Fort,Extortion,Medium,IPC 352
2020-08-31,A,Colaba/Fort,Extortion,High,IPC 351
2020-08-31,D,Malabar Hill,Cyber Fraud,High,IPC 384
2020-08-31,A,Colaba/Fort,Theft,Medium,IPC 465
2020-08-31,E,Byculla,Theft,Low,IPC 446
2020-08-31,G/N,Dharavi,Theft,High,IPC 461
2020-09-01,F/N,Matunga,Cyber Fraud,Medium,IPC 407
2020-09-01,L,Kurla,Chain Snatching,Low,IPC 474
2020-09-01,R/C,Borivali,Assault,Medium,IPC 304
2020-09-01,H/E,Bandra East,Chain Snatching,Low,IPC 346
2020-09-01,M/E,Govandi,Theft,Low,IPC 356
2020-09-01,F/N,Matunga,Assault,Low,IPC 378
2020-09-01,G/N,Dharavi,Chain Snatching,Low,IPC 476
2020-09-01,F/N,Matunga,Cyber Fraud,High,IPC 316
2020-09-01,K/W,Andheri West,Extortion,Medium,IPC 449
2020-09-01,E,Byculla,Cyber Fraud,High,IPC 339
2020-09-01,D,Malabar Hill,Extortion,Low,IPC 424
2020-09-01,D,Malabar Hill,Cyber Fraud,Medium,IPC 366
2020-09-01,H/E,Bandra East,Burglary,Low,IPC 392
2020-09-01,K/W,Andheri West,Extortion,Low,IPC 499
2020-09-01,G/N,Dharavi,Cyber Fraud,Low,IPC 458
2020-09-01,R/C,Borivali,Cyber Fraud,High,IPC 309
2020-09-01,H/E,Bandra East,Theft,Low,IPC 383
2020-09-02,G/N,Dharavi,Burglary,Low,IPC 444
2020-09-02,H/E,Bandra East,Burglary,Low,IPC 364
2020-09-02,F/N,Matunga,Burglary,Low,IPC 359
2020-09-02,N,Ghatkopar,Assault,High,IPC 422
2020-09-02,N,Ghatkopar,Assault,Medium,IPC 334
2020-09-03,F/N,Matunga,Extortion,Low,IPC 389
2020-09-03,R/C,Borivali,Chain Snatching,Low,IPC 414
2020-09-03,M/E,Govandi,Burglary,Medium,IPC 485
2020-09-03,N,Ghatkopar,Extortion,High,IPC 457
2020-09-03,R/C,Borivali,Extortion,Medium,IPC 372
2020-09-03,D,Malabar Hill,Burglary,High,IPC 467
2020-09-03,R/C,Borivali,Cyber Fraud,Low,IPC 421
2020-09-03,R/C,Borivali,Burglary,High,IPC 351
2020-09-03,G/N,Dharavi,Theft,High,IPC 408
2020-09-03,R/C,Borivali,Extortion,Medium,IPC 377
2020-09-03,R/C,Borivali,Chain Snatching,Low,IPC 403
2020-09-03,H/E,Bandra East,Extortion,Medium,IPC 390
2020-09-04,H/E,Bandra East,Cyber Fraud,High,IPC 471
2020-09-04,H/E,Bandra East,Assault,Low,IPC 395
2020-09-04,K/W,Andheri West,Cyber Fraud,Low,IPC 334
2020-09-04,R/C,Borivali,Theft,Medium,IPC 365
2020-09-04,M/E,Govandi,Burglary,High,IPC 385
2020-09-04,G/N,Dharavi,Cyber Fraud,Low,IPC 390
2020-09-04,L,Kurla,Theft,Medium,IPC 358
2020-09-05,N,Ghatkopar,Extortion,High,IPC 446
2020-09-05,H/E,Bandra East,Burglary,Low,IPC 472
2020-09-05,M/E,Govandi,Theft,Medium,IPC 394
2020-09-05,M/E,Govandi,Burglary,High,IPC 452
2020-09-05,G/N,Dharavi,Assault,High,IPC 442
2020-09-05,N,Ghatkopar,Burglary,High,IPC 340
2020-09-05,N,Ghatkopar,Theft,High,IPC 422
2020-09-05,M/E,Govandi,Burglary,Low,IPC 377
2020-09-05,M/E,Govandi,Cyber Fraud,Medium,IPC 418
2020-09-05,M/E,Govandi,Burglary,Medium,IPC 456
2020-09-05,N,Ghatkopar,Burglary,Medium,IPC 303
2020-09-05,R/C,Borivali,Theft,Medium,IPC 347
2020-09-05,M/E,Govandi,Theft,Low,IPC 390
2020-09-05,G/N,Dharavi,Chain Snatching,Low,IPC 313
2020-09-05,M/E,Govandi,Theft,Medium,IPC 346
2020-09-05,A,Colaba/Fort,Burglary,High,IPC 488
2020-09-05,F/N,Matunga,Extortion,Medium,IPC 332
2020-09-05,K/W,Andheri West,Chain Snatching,High,IPC 403
2020-09-06,L,Kurla,Burglary,Medium,IPC 427
2020-09-06,M/E,Govandi,Burglary,High,IPC 450
2020-09-06,R/C,Borivali,Chain Snatching,Medium,IPC 385
2020-09-06,D,Malabar Hill,Chain Snatching,Low,IPC 493
2020-09-06,A,Colaba/Fort,Extortion,Low,IPC 380
2020-09-06,N,Ghatkopar,Cyber Fraud,High,IPC 309
2020-09-06,E,Byculla,Chain Snatching,Medium,IPC 474
2020-09-06,K/W,Andheri West,Extortion,Medium,IPC 413
2020-09-06,H/E,Bandra East,Cyber Fraud,High,IPC 372
2020-09-06,F/N,Matunga,Theft,Low,IPC 321
2020-09-06,F/N,Matunga,Extortion,Medium,IPC 399
2020-09-06,F/N,Matunga,Chain Snatching,Low,IPC 457
2020-09-07,D,Malabar Hill,Theft,Low,IPC 431
2020-09-07,N,Ghatkopar,Assault,Medium,IPC 333
2020-09-07,M/E,Govandi,Burglary,Medium,IPC 395
2020-09-07,R/C,Borivali,Extortion,High,IPC 313
2020-09-07,N,Ghatkopar,Cyber Fraud,Medium,IPC 367
2020-09-07,M/E,Govandi,Burglary,Medium,IPC 354
2020-09-07,M/E,Govandi,Extortion,High,IPC 315
2020-09-07,F/N,Matunga,Burglary,Medium,IPC 361
2020-09-07,M/E,Govandi,Assault,Low,IPC 492
2020-09-07,K/W,Andheri West,Theft,High,IPC 488
2020-09-07,L,Kurla,Burglary,Low,IPC 465
2020-09-07,A,Colaba/Fort,Theft,High,IPC 460
2020-09-07,L,Kurla,Assault,High,IPC 305
2020-09-07,H/E,Bandra East,Burglary,High,IPC 308
2020-09-07,R/C,Borivali,Burglary,Medium,IPC 441
2020-09-07,H/E,Bandra East,Assault,High,IPC 455
2020-09-07,G/N,Dharavi,Assault,Low,IPC 410
2020-09-07,H/E,Bandra East,Theft,Low,IPC 461
2020-09-08,R/C,Borivali,Theft,High,IPC 363
2020-09-08,N,Ghatkopar,Burglary,Low,IPC 395
2020-09-08,K/W,Andheri West,Chain Snatching,High,IPC 457
2020-09-08,H/E,Bandra East,Cyber Fraud,Medium,IPC 430
2020-09-08,A,Colaba/Fort,Cyber Fraud,Medium,IPC 464
2020-09-08,A,Colaba/Fort,Cyber Fraud,Low,IPC 470
2020-09-08,E,Byculla,Cyber Fraud,Low,IPC 312
2020-09-08,K/W,Andheri West,Cyber Fraud,Medium,IPC 309
2020-09-09,K/W,Andheri West,Theft,Medium,IPC 332
2020-09-09,E,Byculla,Theft,Low,IPC 498
2020-09-09,D,Malabar Hill,Cyber Fraud,High,IPC 445
2020-09-09,M/E,Govandi,Theft,Medium,IPC 317
2020-09-09,A,Colaba/Fort,Burglary,Low,IPC 498
2020-09-09,F/N,Matunga,Theft,High,IPC 343
2020-09-09,D,Malabar Hill,Chain Snatching,High,IPC 489
2020-09-10,E,Byculla,Theft,Low,IPC 317
2020-09-10,F/N,Matunga,Assault,Medium,IPC 391
2020-09-10,H/E,Bandra East,Theft,Low,IPC 498
2020-09-10,G/N,Dharavi,Burglary,Medium,IPC 318
2020-09-10,E,Byculla,Chain Snatching,Low,IPC 499
2020-09-10,D,Malabar Hill,Chain Snatching,High,IPC 388
2020-09-10,L,Kurla,Cyber Fraud,High,IPC 330
2020-09-11,H/E,Bandra East,Cyber Fraud,High,IPC 347
2020-09-11,A,Colaba/Fort,Extortion,Low,IPC 303
2020-09-11,K/W,Andheri West,Assault,Medium,IPC 365
2020-09-11,H/E,Bandra East,Extortion,Low,IPC 472
2020-09-11,N,Ghatkopar,Extortion,Medium,IPC 367
2020-09-11,H/E,Bandra East,Theft,High,IPC 349
2020-09-11,E,Byculla,Chain Snatching,Low,IPC 435
2020-09-11,N,Ghatkopar,Burglary,Low,IPC 307
2020-09-11,G/N,Dharavi,Assault,Medium,IPC 350
2020-09-11,A,Colaba/Fort,Cyber Fraud,Medium,IPC 382
2020-09-12,A,Colaba/Fort,Cyber Fraud,Medium,IPC 476
2020-09-12,H/E,Bandra East,Theft,Low,IPC 308
2020-09-12,R/C,Borivali,Cyber Fraud,High,IPC 360
2020-09-12,D,Malabar Hill,Cyber Fraud,High,IPC 497
2020-09-12,G/N,Dharavi,Chain Snatching,Medium,IPC 402
2020-09-12,G/N,Dharavi,Chain Snatching,Low,IPC 363
2020-09-12,R/C,Borivali,Extortion,Low,IPC 476
2020-09-12,G/N,Dharavi,Theft,High,IPC 373
2020-09-12,R/C,Borivali,Burglary,High,IPC 328
2020-09-12,R/C,Borivali,Chain Snatching,Low,IPC 356
2020-09-12,R/C,Borivali,Chain Snatching,Medium,IPC 388
2020-09-13,L,Kurla,Theft,High,IPC 370
2020-09-13,F/N,Matunga,Burglary,High,IPC 430
2020-09-13,R/C,Borivali,Chain Snatching,High,IPC 459
2020-09-13,H/E,Bandra East,Burglary,Medium,IPC 394
2020-09-13,D,Malabar Hill,Theft,Low,IPC 330
2020-09-13,F/N,Matunga,Burglary,Low,IPC 477
2020-09-13,F/N,Matunga,Extortion,High,IPC 455
2020-09-13,K/W,Andheri West,Cyber Fraud,Low,IPC 354
2020-09-13,A,Colaba/Fort,Extortion,High,IPC 373
2020-09-13,D,Malabar Hill,Extortion,Low,IPC 443
2020-09-13,R/C,Borivali,Assault,Medium,IPC 413
2020-09-13,R/C,Borivali,Cyber Fraud,Medium,IPC 411
2020-09-13,R/C,Borivali,Chain Snatching,Low,IPC 441
2020-09-13,R/C,Borivali,Extortion,Low,IPC 488
2020-09-13,F/N,Matunga,Chain Snatching,High,IPC 428
2020-09-14,H/E,Bandra East,Chain Snatching,Low,IPC 387
2020-09-14,K/W,Andheri West,Burglary,Medium,IPC 349
2020-09-14,H/E,Bandra East,Assault,Medium,IPC 476
2020-09-14,M/E,Govandi,Assault,Medium,IPC 428
2020-09-14,D,Malabar Hill,Burglary,High,IPC 391
2020-09-14,L,Kurla,Extortion,Medium,IPC 467
2020-09-14,M/E,Govandi,Cyber Fraud,Medium,IPC 399
2020-09-14,E,Byculla,Cyber Fraud,Medium,IPC 423
2020-09-14,G/N,Dharavi,Theft,Low,IPC 463
2020-09-14,D,Malabar Hill,Theft,Low,IPC 483
2020-09-14,D,Malabar Hill,Extortion,Low,IPC 427
2020-09-14,F/N,Matunga,Burglary,Low,IPC 379
2020-09-14,D,Malabar Hill,Assault,High,IPC 421
2020-09-14,K/W,Andheri West,Burglary,Medium,IPC 477
2020-09-15,D,Malabar Hill,Extortion,Low,IPC 342
2020-09-15,L,Kurla,Theft,Medium,IPC 317
2020-09-15,L,Kurla,Extortion,Medium,IPC 363
2020-09-15,K/W,Andheri West,Assault,Low,IPC 348
2020-09-15,M/E,Govandi,Chain Snatching,High,IPC 322
2020-09-15,E,Byculla,Burglary,Low,IPC 400
2020-09-15,R/C,Borivali,Extortion,Low,IPC 479
2020-09-15,M/E,Govandi,Burglary,Low,IPC 499
2020-09-15,K/W,Andheri West,Chain Snatching,High,IPC 466
2020-09-15,G/N,Dharavi,Burglary,Medium,IPC 305
2020-09-15,M/E,Govandi,Theft,High,IPC 367
2020-09-15,N,Ghatkopar,Assault,Medium,IPC 459
2020-09-15,E,Byculla,Burglary,Medium,IPC 342
2020-09-15,A,Colaba/Fort,Theft,Medium,IPC 450
2020-09-15,E,Byculla,Burglary,Medium,IPC 425
2020-09-15,K/W,Andheri West,Cyber Fraud,Low,IPC 416
2020-09-15,D,Malabar Hill,Assault,High,IPC 456
2020-09-16,K/W,Andheri West,Chain Snatching,Low,IPC 488
2020-09-16,H/E,Bandra East,Burglary,High,IPC 456
2020-09-16,F/N,Matunga,Extortion,High,IPC 496
2020-09-16,R/C,Borivali,Extortion,Low,IPC 354
2020-09-16,A,Colaba/Fort,Extortion,Medium,IPC 441
2020-09-16,K/W,Andheri West,Extortion,Medium,IPC 474
2020-09-16,M/E,Govandi,Cyber Fraud,High,IPC 414
2020-09-16,A,Colaba/Fort,Assault,Medium,IPC 412
2020-09-17,H/E,Bandra East,Chain Snatching,Low,IPC 453
2020-09-17,K/W,Andheri West,Cyber Fraud,Medium,IPC 495
2020-09-17,K/W,Andheri West,Chain Snatching,Medium,IPC 345
2020-09-17,E,Byculla,Extortion,High,IPC 364
2020-09-17,N,Ghatkopar,Burglary,High,IPC 466
2020-09-17,E,Byculla,Assault,Low,IPC 438
2020-09-17,M/E,Govandi,Extortion,Low,IPC 328
2020-09-17,K/W,Andheri West,Extortion,High,IPC 484
2020-09-17,D,Malabar Hill,Assault,Medium,IPC 379
2020-09-17,D,Malabar Hill,Cyber Fraud,Low,IPC 369
2020-09-17,K/W,Andheri West,Assault,Low,IPC 327
2020-09-18,G/N,Dharavi,Burglary,Medium,IPC 434
2020-09-18,H/E,Bandra East,Chain Snatching,Medium,IPC 478
2020-09-18,K/W,Andheri West,Chain Snatching,Low,IPC 369
2020-09-18,M/E,Govandi,Assault,Medium,IPC 452
2020-09-18,E,Byculla,Theft,Low,IPC 361
2020-09-18,N,Ghatkopar,Assault,Low,IPC 328
2020-09-18,H/E,Bandra East,Extortion,High,IPC 337
2020-09-18,F/N,Matunga,Theft,Medium,IPC 488
2020-09-18,F/N,Matunga,Extortion,Medium,IPC 458
2020-09-19,E,Byculla,Chain Snatching,Low,IPC 470
2020-09-19,L,Kurla,Chain Snatching,Low,IPC 325
2020-09-19,A,Colaba/Fort,Cyber Fraud,Low,IPC 362
2020-09-19,D,Malabar Hill,Assault,Medium,IPC 342
2020-09-19,R/C,Borivali,Burglary,Low,IPC 312
2020-09-19,D,Malabar Hill,Theft,High,IPC 428
2020-09-19,N,Ghatkopar,Chain Snatching,Low,IPC 393
2020-09-19,E,Byculla,Chain Snatching,High,IPC 323
2020-09-19,K/W,Andheri West,Extortion,High,IPC 490
2020-09-19,E,Byculla,Cyber Fraud,Medium,IPC 349
2020-09-19,M/E,Govandi,Theft,Medium,IPC 323
2020-09-19,R/C,Borivali,Burglary,High,IPC 450
2020-09-19,D,Malabar Hill,Cyber Fraud,Medium,IPC 487
2020-09-19,K/W,Andheri West,Assault,Low,IPC 462
2020-09-19,N,Ghatkopar,Chain Snatching,Medium,IPC 446
2020-09-19,N,Ghatkopar,Assault,Low,IPC 312
2020-09-19,M/E,Govandi,Extortion,Medium,IPC 491
2020-09-19,E,Byculla,Cyber Fraud,Low,IPC 446
2020-09-19,E,Byculla,Burglary,Low,IPC 343
2020-09-19,H/E,Bandra East,Chain Snatching,Low,IPC 372
2020-09-20,D,Malabar Hill,Cyber Fraud,Medium,IPC 365
2020-09-20,H/E,Bandra East,Theft,High,IPC 334
2020-09-20,L,Kurla,Cyber Fraud,Low,IPC 312
2020-09-20,N,Ghatkopar,Burglary,Medium,IPC 444
2020-09-20,N,Ghatkopar,Chain Snatching,Low,IPC 495
2020-09-20,G/N,Dharavi,Cyber Fraud,High,IPC 317
2020-09-20,L,Kurla,Theft,High,IPC 315
2020-09-20,H/E,Bandra East,Chain Snatching,High,IPC 335
2020-09-20,G/N,Dharavi,Chain Snatching,Low,IPC 442
2020-09-20,L,Kurla,Extortion,Low,IPC 305
2020-09-20,D,Malabar Hill,Cyber Fraud,Low,IPC 355
2020-09-21,A,Colaba/Fort,Cyber Fraud,Low,IPC 344
2020-09-21,L,Kurla,Chain Snatching,Low,IPC 437
2020-09-21,N,Ghatkopar,Burglary,Low,IPC 362
2020-09-21,G/N,Dharavi,Extortion,Medium,IPC 415
2020-09-21,F/N,Matunga,Extortion,High,IPC 435
2020-09-21,D,Malabar Hill,Theft,High,IPC 382
2020-09-21,N,Ghatkopar,Chain Snatching,High,IPC 498
2020-09-21,R/C,Borivali,Extortion,High,IPC 418
2020-09-21,M/E,Govandi,Cyber Fraud,Low,IPC 392
2020-09-21,R/C,Borivali,Extortion,Low,IPC 417
2020-09-21,M/E,Govandi,Chain Snatching,Medium,IPC 364
2020-09-21,N,Ghatkopar,Extortion,Low,IPC 456
2020-09-21,F/N,Matunga,Cyber Fraud,Medium,IPC 436
2020-09-22,R/C,Borivali,Chain Snatching,High,IPC 480
2020-09-22,G/N,Dharavi,Cyber Fraud,Low,IPC 395
2020-09-22,L,Kurla,Burglary,Low,IPC 482
2020-09-22,L,Kurla,Chain Snatching,Medium,IPC 330
2020-09-22,F/N,Matunga,Extortion,Medium,IPC 385
2020-09-22,K/W,Andheri West,Assault,Low,IPC 492
