"Report Number","Date Reported","Date of Occurrence","Time of Occurrence","City","Crime Code","Crime Description","Victim Age","Victim Gender","Weapon Used","Crime Domain","Police Deployed","Case Closed","Date Case Closed"
"5381","31-01-2022 09:00","01-28-2022 11:00","28-01-2022 19:20","Mumbai","223","ROBBERY","64","F","None","Violent Crime","3","Yes","27-06-2022 09:00"
"5395","01-02-2022 14:00","01-29-2022 17:00","29-01-2022 17:59","Mumbai","302","FIREARM OFFENSE","13","F","Blunt Object","Fire Accident","11","Yes","02-04-2022 14:00"
"5404","02-02-2022 18:00","01-31-2022 06:00","31-01-2022 23:17","Mumbai","555","VANDALISM","51","F","Knife","Other Crime","2","No",""
"5407","03-02-2022 01:00","01-31-2022 23:00","01-02-2022 21:34","Mumbai","465","ARSON","39","M","Blunt Object","Fire Accident","8","No",""
"5416","04-02-2022 04:00","02-02-2022 10:00","02-02-2022 18:09","Mumbai","386","SHOPLIFTING","45","F","Blunt Object","Other Crime","8","Yes","21-03-2022 04:00"
"5421","04-02-2022 15:00","02-04-2022 07:00","04-02-2022 10:06","Mumbai","584","FIREARM OFFENSE","39","F","Poison","Fire Accident","16","No",""
"5423","04-02-2022 18:00","02-04-2022 14:00","04-02-2022 18:58","Mumbai","530","ROBBERY","66","F","Explosives","Violent Crime","3","No",""
"5433","05-02-2022 18:00","02-03-2022 06:00","03-02-2022 16:47","Mumbai","355","ARSON","28","F","Poison","Fire Accident","17","No",""
"5439","06-02-2022 03:00","02-06-2022 01:00","06-02-2022 08:28","Mumbai","277","IDENTITY THEFT","58","F","None","Violent Crime","15","No",""
"5441","06-02-2022 08:00","02-04-2022 00:00","04-02-2022 21:51","Mumbai","139","SEXUAL ASSAULT","30","F","Explosives","Violent Crime","7","No",""
"5444","06-02-2022 16:00","02-05-2022 19:00","06-02-2022 04:29","Mumbai","114","ASSAULT","48","F","Blunt Object","Violent Crime","9","Yes","02-05-2022 16:00"
"5473","09-02-2022 00:00","02-07-2022 13:00","07-02-2022 22:35","Mumbai","409","SHOPLIFTING","56","F","Knife","Other Crime","2","No",""
"5474","09-02-2022 01:00","02-08-2022 17:00","09-02-2022 02:27","Mumbai","507","COUNTERFEITING","76","F","Blunt Object","Other Crime","8","Yes","26-03-2022 01:00"
"5476","09-02-2022 02:00","02-06-2022 03:00","06-02-2022 07:45","Mumbai","192","KIDNAPPING","58","F","Knife","Other Crime","1","No",""
"5478","09-02-2022 08:00","02-08-2022 20:00","09-02-2022 09:09","Mumbai","106","DRUG OFFENSE","29","M","Knife","Other Crime","14","Yes","29-04-2022 08:00"
"5489","10-02-2022 14:00","02-10-2022 01:00","10-02-2022 04:07","Mumbai","407","DOMESTIC VIOLENCE","71","F","Explosives","Violent Crime","5","Yes","28-03-2022 14:00"
"5491","10-02-2022 22:00","02-08-2022 15:00","09-02-2022 06:09","Mumbai","358","DRUG OFFENSE","45","M","Poison","Other Crime","10","Yes","06-04-2022 22:00"
"5492","10-02-2022 22:00","02-09-2022 20:00","10-02-2022 05:56","Mumbai","408","CYBERCRIME","38","F","Explosives","Other Crime","15","Yes","04-05-2022 22:00"
"5500","11-02-2022 05:00","02-09-2022 18:00","09-02-2022 21:52","Mumbai","569","FRAUD","34","M","Knife","Other Crime","1","No",""
"5507","11-02-2022 16:00","02-09-2022 08:00","10-02-2022 01:58","Mumbai","420","VEHICLE - STOLEN","46","F","None","Violent Crime","16","Yes","24-03-2022 16:00"
"5522","12-02-2022 10:00","02-09-2022 19:00","10-02-2022 02:47","Mumbai","316","ILLEGAL POSSESSION","62","M","Blunt Object","Other Crime","5","Yes","14-03-2022 10:00"
"5533","13-02-2022 12:00","02-12-2022 21:00","13-02-2022 00:56","Mumbai","118","COUNTERFEITING","46","M","Poison","Other Crime","8","Yes","24-04-2022 12:00"
"5541","14-02-2022 08:00","02-13-2022 05:00","13-02-2022 13:56","Mumbai","451","EXTORTION","34","F","Explosives","Other Crime","8","Yes","15-04-2022 08:00"
"5542","14-02-2022 10:00","02-11-2022 19:00","12-02-2022 14:51","Mumbai","576","FIREARM OFFENSE","61","M","Knife","Fire Accident","12","No",""
"5545","14-02-2022 12:00","02-13-2022 01:00","13-02-2022 20:30","Mumbai","266","COUNTERFEITING","66","M","Poison","Other Crime","2","No",""
"5553","15-02-2022 09:00","02-15-2022 02:00","15-02-2022 03:21","Mumbai","296","KIDNAPPING","73","M","Explosives","Other Crime","19","No",""
"5557","15-02-2022 15:00","02-14-2022 10:00","14-02-2022 14:22","Mumbai","537","DOMESTIC VIOLENCE","61","F","Explosives","Violent Crime","19","Yes","09-04-2022 15:00"
"5567","16-02-2022 07:00","02-16-2022 02:00","16-02-2022 05:34","Mumbai","552","BURGLARY","54","F","Poison","Other Crime","13","Yes","18-06-2022 07:00"
"5574","16-02-2022 13:00","02-15-2022 04:00","15-02-2022 14:00","Mumbai","491","EXTORTION","36","M","None","Other Crime","1","No",""
"5576","16-02-2022 18:00","02-15-2022 05:00","15-02-2022 07:48","Mumbai","503","FRAUD","61","M","Poison","Other Crime","7","Yes","15-04-2022 18:00"
"5584","17-02-2022 20:00","02-16-2022 12:00","17-02-2022 05:19","Mumbai","347","KIDNAPPING","16","M","Blunt Object","Other Crime","15","Yes","15-05-2022 20:00"
"5586","18-02-2022 02:00","02-17-2022 04:00","17-02-2022 15:03","Mumbai","255","SEXUAL ASSAULT","14","F","Knife","Violent Crime","4","Yes","16-11-2023 02:00"
"5628","21-02-2022 20:00","02-21-2022 03:00","22-02-2022 02:58","Mumbai","462","DOMESTIC VIOLENCE","32","M","Poison","Violent Crime","10","Yes","25-04-2022 20:00"
"5635","23-02-2022 00:00","02-21-2022 15:00","21-02-2022 19:53","Mumbai","283","VANDALISM","33","F","Knife","Other Crime","18","No",""
"5636","23-02-2022 04:00","02-20-2022 15:00","20-02-2022 16:54","Mumbai","393","ROBBERY","26","F","Explosives","Violent Crime","9","No",""
"5646","24-02-2022 06:00","02-21-2022 09:00","22-02-2022 00:03","Mumbai","482","IDENTITY THEFT","21","F","Explosives","Violent Crime","18","No",""
"5650","24-02-2022 15:00","02-24-2022 14:00","25-02-2022 05:57","Mumbai","544","ILLEGAL POSSESSION","65","F","None","Other Crime","11","No",""
"5663","26-02-2022 05:00","02-25-2022 09:00","26-02-2022 05:11","Mumbai","536","SEXUAL ASSAULT","11","M","Blunt Object","Violent Crime","12","Yes","14-10-2022 05:00"
"5675","27-02-2022 01:00","02-26-2022 09:00","27-02-2022 01:23","Mumbai","518","PUBLIC INTOXICATION","14","M","Explosives","Other Crime","6","No",""
"5689","28-02-2022 11:00","02-28-2022 09:00","28-02-2022 20:22","Mumbai","176","DRUG OFFENSE","65","F","Blunt Object","Other Crime","7","Yes","24-03-2022 11:00"
"5695","28-02-2022 19:00","02-28-2022 14:00","01-03-2022 05:57","Mumbai","598","ARSON","40","F","Blunt Object","Fire Accident","6","Yes","31-03-2022 19:00"
"5707","01-03-2022 20:00","02-27-2022 17:00","27-02-2022 17:34","Mumbai","418","COUNTERFEITING","23","M","Blunt Object","Other Crime","16","Yes","21-03-2022 20:00"
"5710","02-03-2022 01:00","02-28-2022 17:00","01-03-2022 05:07","Mumbai","578","COUNTERFEITING","52","F","Explosives","Other Crime","5","Yes","17-04-2022 01:00"
"5730","03-03-2022 23:00","03-01-2022 01:00","01-03-2022 07:49","Mumbai","207","CYBERCRIME","10","M","Blunt Object","Other Crime","5","Yes","21-04-2022 23:00"
"5737","04-03-2022 17:00","03-01-2022 21:00","02-03-2022 05:58","Mumbai","336","SEXUAL ASSAULT","24","F","Blunt Object","Violent Crime","7","No",""
"5743","05-03-2022 01:00","03-04-2022 19:00","04-03-2022 23:22","Mumbai","450","PUBLIC INTOXICATION","53","F","None","Other Crime","15","No",""
"5759","06-03-2022 03:00","03-03-2022 09:00","03-03-2022 23:44","Mumbai","351","DOMESTIC VIOLENCE","64","F","Blunt Object","Violent Crime","14","Yes","24-04-2022 03:00"
"5760","06-03-2022 05:00","03-05-2022 21:00","06-03-2022 05:45","Mumbai","232","ILLEGAL POSSESSION","70","M","Knife","Other Crime","12","Yes","04-04-2022 05:00"
"5762","06-03-2022 13:00","03-04-2022 20:00","05-03-2022 03:29","Mumbai","123","VEHICLE - STOLEN","12","F","Knife","Violent Crime","17","No",""
"5771","07-03-2022 06:00","03-07-2022 03:00","07-03-2022 08:24","Mumbai","492","TRAFFIC VIOLATION","24","M","Blunt Object","Traffic Fatality","10","No",""
"5774","07-03-2022 09:00","03-04-2022 18:00","05-03-2022 08:27","Mumbai","132","PUBLIC INTOXICATION","31","F","Blunt Object","Other Crime","13","No",""
"5777","07-03-2022 14:00","03-07-2022 01:00","07-03-2022 15:19","Mumbai","426","BURGLARY","35","M","Blunt Object","Other Crime","9","No",""
"5779","07-03-2022 16:00","03-05-2022 04:00","05-03-2022 19:34","Mumbai","501","ARSON","59","M","Poison","Fire Accident","17","No",""
"5788","08-03-2022 12:00","03-06-2022 23:00","07-03-2022 06:59","Mumbai","263","BURGLARY","79","F","Explosives","Other Crime","14","Yes","14-07-2022 12:00"
"5804","09-03-2022 14:00","03-07-2022 18:00","08-03-2022 02:33","Mumbai","535","COUNTERFEITING","29","M","Explosives","Other Crime","10","Yes","10-05-2022 14:00"
"5807","09-03-2022 18:00","03-07-2022 12:00","07-03-2022 17:46","Mumbai","208","FIREARM OFFENSE","39","F","Poison","Fire Accident","18","No",""
"5809","10-03-2022 01:00","03-07-2022 10:00","07-03-2022 14:08","Mumbai","171","KIDNAPPING","23","M","Poison","Other Crime","18","Yes","04-04-2022 01:00"
"5813","10-03-2022 08:00","03-07-2022 16:00","08-03-2022 10:45","Mumbai","393","SHOPLIFTING","32","F","Knife","Other Crime","11","Yes","07-05-2022 08:00"
"5819","10-03-2022 19:00","03-10-2022 11:00","10-03-2022 17:15","Mumbai","127","ROBBERY","75","M","None","Violent Crime","3","Yes","28-08-2022 19:00"
"5827","11-03-2022 19:00","03-09-2022 14:00","09-03-2022 20:15","Mumbai","504","EXTORTION","56","F","Knife","Other Crime","3","No",""
"5832","12-03-2022 03:00","03-10-2022 13:00","11-03-2022 09:44","Mumbai","243","SEXUAL ASSAULT","59","F","Blunt Object","Violent Crime","7","No",""
"5844","12-03-2022 17:00","03-11-2022 16:00","11-03-2022 18:08","Mumbai","520","ILLEGAL POSSESSION","33","F","Poison","Other Crime","19","No",""
"5869","14-03-2022 23:00","03-13-2022 03:00","13-03-2022 05:28","Mumbai","432","DOMESTIC VIOLENCE","64","M","Blunt Object","Violent Crime","15","Yes","23-04-2022 23:00"
"5881","16-03-2022 14:00","03-14-2022 05:00","14-03-2022 21:50","Mumbai","127","VANDALISM","63","M","Blunt Object","Other Crime","16","No",""
"5895","17-03-2022 15:00","03-15-2022 07:00","15-03-2022 10:01","Mumbai","173","ROBBERY","70","F","Blunt Object","Violent Crime","2","Yes","16-04-2022 15:00"
"5896","17-03-2022 18:00","03-17-2022 17:00","18-03-2022 02:41","Mumbai","344","ARSON","44","F","Knife","Fire Accident","19","No",""
"5897","17-03-2022 19:00","03-17-2022 11:00","17-03-2022 23:11","Mumbai","392","IDENTITY THEFT","47","F","Knife","Violent Crime","5","No",""
"5898","18-03-2022 00:00","03-16-2022 00:00","16-03-2022 03:27","Mumbai","588","KIDNAPPING","59","F","Blunt Object","Other Crime","15","Yes","01-05-2022 00:00"
"5914","19-03-2022 06:00","03-16-2022 10:00","17-03-2022 05:43","Mumbai","180","CYBERCRIME","48","F","Blunt Object","Other Crime","1","No",""
"5917","19-03-2022 08:00","03-19-2022 01:00","19-03-2022 02:00","Mumbai","183","PUBLIC INTOXICATION","29","F","Blunt Object","Other Crime","17","Yes","31-03-2022 08:00"
"5919","19-03-2022 11:00","03-16-2022 18:00","17-03-2022 09:35","Mumbai","185","ASSAULT","65","M","Blunt Object","Violent Crime","1","No",""
"5927","20-03-2022 01:00","03-18-2022 16:00","18-03-2022 21:37","Mumbai","253","BURGLARY","29","M","Explosives","Other Crime","4","No",""
"5943","21-03-2022 05:00","03-21-2022 04:00","21-03-2022 17:24","Mumbai","366","FRAUD","73","F","Blunt Object","Other Crime","10","No",""
"5958","22-03-2022 12:00","03-21-2022 08:00","21-03-2022 19:39","Mumbai","583","VANDALISM","28","F","Explosives","Other Crime","19","Yes","23-05-2022 12:00"
"5961","22-03-2022 16:00","03-20-2022 00:00","20-03-2022 21:02","Mumbai","576","COUNTERFEITING","25","M","Poison","Other Crime","7","Yes","22-05-2022 16:00"
"5970","23-03-2022 16:00","03-22-2022 01:00","22-03-2022 17:31","Mumbai","519","PUBLIC INTOXICATION","76","M","Explosives","Other Crime","17","Yes","20-04-2022 16:00"
"5975","24-03-2022 02:00","03-22-2022 12:00","22-03-2022 17:07","Mumbai","247","PUBLIC INTOXICATION","11","F","Blunt Object","Other Crime","14","Yes","21-04-2022 02:00"
"5991","24-03-2022 20:00","03-23-2022 02:00","23-03-2022 09:32","Mumbai","256","ASSAULT","77","M","Poison","Violent Crime","14","Yes","20-04-2022 20:00"
"5996","25-03-2022 11:00","03-22-2022 20:00","22-03-2022 22:55","Mumbai","558","DRUG OFFENSE","51","M","None","Other Crime","16","Yes","29-04-2022 11:00"
"6009","26-03-2022 21:00","03-24-2022 11:00","25-03-2022 10:50","Mumbai","224","KIDNAPPING","22","M","Blunt Object","Other Crime","17","Yes","25-04-2022 21:00"
"6027","28-03-2022 22:00","03-26-2022 13:00","26-03-2022 22:00","Mumbai","127","ARSON","25","M","Blunt Object","Fire Accident","13","Yes","13-04-2022 22:00"
"6032","29-03-2022 07:00","03-28-2022 09:00","28-03-2022 21:36","Mumbai","173","BURGLARY","59","F","Blunt Object","Other Crime","18","No",""
"6036","29-03-2022 15:00","03-27-2022 22:00","28-03-2022 17:45","Mumbai","364","IDENTITY THEFT","14","M","Knife","Violent Crime","16","No",""
"6047","31-03-2022 01:00","03-30-2022 13:00","31-03-2022 07:17","Mumbai","519","IDENTITY THEFT","64","F","Poison","Violent Crime","14","Yes","15-05-2022 01:00"
"6054","31-03-2022 11:00","03-30-2022 23:00","31-03-2022 21:00","Mumbai","299","VANDALISM","41","M","None","Other Crime","16","Yes","17-06-2022 11:00"
"6058","31-03-2022 21:00","03-29-2022 04:00","30-03-2022 03:46","Mumbai","165","VANDALISM","40","F","Poison","Other Crime","10","Yes","14-05-2022 21:00"
"6073","02-04-2022 02:00","04-01-2022 16:00","01-04-2022 17:29","Mumbai","376","BURGLARY","59","F","Knife","Other Crime","19","No",""
"6076","02-04-2022 12:00","03-31-2022 15:00","31-03-2022 23:53","Mumbai","242","SHOPLIFTING","75","M","Explosives","Other Crime","10","No",""
"6109","06-04-2022 00:00","04-03-2022 06:00","03-04-2022 20:38","Mumbai","163","HOMICIDE","55","F","None","Other Crime","12","Yes","12-03-2024 00:00"
"6116","06-04-2022 18:00","04-03-2022 22:00","04-04-2022 00:09","Mumbai","186","VEHICLE - STOLEN","72","F","Explosives","Violent Crime","4","Yes","23-04-2022 18:00"
"6117","06-04-2022 18:00","04-03-2022 20:00","04-04-2022 03:05","Mumbai","455","TRAFFIC VIOLATION","38","F","Knife","Traffic Fatality","8","Yes","30-04-2022 18:00"
"6118","06-04-2022 22:00","04-05-2022 18:00","06-04-2022 17:34","Mumbai","255","VEHICLE - STOLEN","15","F","Explosives","Violent Crime","16","No",""
"6141","09-04-2022 00:00","04-06-2022 01:00","06-04-2022 04:58","Mumbai","303","PUBLIC INTOXICATION","71","F","Explosives","Other Crime","15","Yes","17-04-2022 00:00"
"6154","10-04-2022 00:00","04-09-2022 17:00","10-04-2022 07:20","Mumbai","352","SEXUAL ASSAULT","26","F","Explosives","Violent Crime","2","No",""
"6158","10-04-2022 05:00","04-09-2022 11:00","10-04-2022 08:31","Mumbai","233","CYBERCRIME","70","F","Poison","Other Crime","13","No",""
"6164","10-04-2022 12:00","04-08-2022 13:00","08-04-2022 13:55","Mumbai","150","ARSON","35","M","Blunt Object","Fire Accident","16","Yes","08-05-2022 12:00"
"6171","11-04-2022 06:00","04-09-2022 22:00","10-04-2022 17:09","Mumbai","191","ILLEGAL POSSESSION","41","M","Poison","Other Crime","16","Yes","05-07-2022 06:00"
"6174","11-04-2022 11:00","04-09-2022 00:00","09-04-2022 07:06","Mumbai","464","FRAUD","24","M","Blunt Object","Other Crime","13","Yes","01-06-2022 11:00"
"6176","11-04-2022 13:00","04-10-2022 04:00","10-04-2022 21:39","Mumbai","112","ROBBERY","29","M","Blunt Object","Violent Crime","7","No",""
"6190","12-04-2022 21:00","04-10-2022 06:00","10-04-2022 11:06","Mumbai","304","KIDNAPPING","41","F","Blunt Object","Other Crime","10","No",""
"6196","13-04-2022 14:00","04-11-2022 13:00","11-04-2022 16:40","Mumbai","349","BURGLARY","55","M","Poison","Other Crime","6","No",""
"6205","14-04-2022 13:00","04-13-2022 18:00","14-04-2022 04:38","Mumbai","393","VANDALISM","76","F","Explosives","Other Crime","15","No",""
"6224","16-04-2022 05:00","04-15-2022 20:00","16-04-2022 15:32","Mumbai","590","DOMESTIC VIOLENCE","59","M","Knife","Violent Crime","9","No",""
"6243","18-04-2022 09:00","04-15-2022 15:00","16-04-2022 11:46","Mumbai","268","ROBBERY","11","F","Poison","Violent Crime","13","No",""
"6245","18-04-2022 14:00","04-17-2022 01:00","17-04-2022 12:06","Mumbai","414","FIREARM OFFENSE","11","F","Poison","Fire Accident","18","Yes","28-04-2022 14:00"
"6274","21-04-2022 09:00","04-18-2022 16:00","19-04-2022 12:38","Mumbai","265","IDENTITY THEFT","31","M","Poison","Violent Crime","6","Yes","07-07-2022 09:00"
"6277","21-04-2022 13:00","04-19-2022 21:00","20-04-2022 07:29","Mumbai","370","IDENTITY THEFT","20","F","Blunt Object","Violent Crime","10","No",""
"6278","21-04-2022 19:00","04-18-2022 20:00","19-04-2022 03:33","Mumbai","428","VEHICLE - STOLEN","38","F","Poison","Violent Crime","10","No",""
"6291","22-04-2022 11:00","04-21-2022 01:00","21-04-2022 07:32","Mumbai","517","BURGLARY","73","M","Blunt Object","Other Crime","5","No",""
"6302","23-04-2022 06:00","04-21-2022 10:00","21-04-2022 11:25","Mumbai","177","SEXUAL ASSAULT","64","F","Explosives","Violent Crime","1","Yes","29-04-2023 06:00"
"6320","25-04-2022 03:00","04-24-2022 03:00","24-04-2022 09:31","Mumbai","492","FIREARM OFFENSE","54","M","Knife","Fire Accident","15","No",""
"6341","27-04-2022 01:00","04-26-2022 06:00","26-04-2022 09:29","Mumbai","346","SHOPLIFTING","64","F","Poison","Other Crime","7","Yes","15-05-2022 01:00"
"6343","27-04-2022 14:00","04-26-2022 19:00","27-04-2022 00:47","Mumbai","481","SHOPLIFTING","30","F","Explosives","Other Crime","7","No",""
"6345","27-04-2022 19:00","04-27-2022 13:00","28-04-2022 06:23","Mumbai","411","KIDNAPPING","76","F","Knife","Other Crime","12","Yes","15-07-2022 19:00"
"6346","27-04-2022 20:00","04-27-2022 02:00","27-04-2022 09:40","Mumbai","581","CYBERCRIME","54","M","Blunt Object","Other Crime","1","Yes","26-06-2022 20:00"
"6361","28-04-2022 19:00","04-26-2022 12:00","26-04-2022 15:53","Mumbai","435","ILLEGAL POSSESSION","67","F","Blunt Object","Other Crime","10","Yes","21-07-2022 19:00"
"6367","29-04-2022 06:00","04-28-2022 01:00","28-04-2022 22:01","Mumbai","334","TRAFFIC VIOLATION","27","F","Knife","Traffic Fatality","12","No",""
"6373","29-04-2022 15:00","04-29-2022 02:00","29-04-2022 16:27","Mumbai","566","VANDALISM","76","F","None","Other Crime","10","No",""
"6389","01-05-2022 09:00","04-30-2022 07:00","30-04-2022 21:03","Mumbai","349","TRAFFIC VIOLATION","74","M","Explosives","Traffic Fatality","14","Yes","07-05-2022 09:00"
"6393","01-05-2022 13:00","04-30-2022 22:00","01-05-2022 03:26","Mumbai","525","SHOPLIFTING","11","F","Blunt Object","Other Crime","14","Yes","29-05-2022 13:00"
"6394","01-05-2022 15:00","04-29-2022 17:00","29-04-2022 20:53","Mumbai","480","DOMESTIC VIOLENCE","37","F","Blunt Object","Violent Crime","8","No",""
"6399","02-05-2022 04:00","04-30-2022 11:00","30-04-2022 18:33","Mumbai","533","FRAUD","28","F","Knife","Other Crime","17","No",""
"6402","02-05-2022 07:00","04-30-2022 20:00","30-04-2022 23:43","Mumbai","297","ROBBERY","74","F","Explosives","Violent Crime","16","Yes","27-07-2022 07:00"
"6412","03-05-2022 00:00","05-02-2022 15:00","02-05-2022 17:32","Mumbai","141","IDENTITY THEFT","12","F","Blunt Object","Violent Crime","1","No",""
"6425","03-05-2022 17:00","05-01-2022 19:00","02-05-2022 11:41","Mumbai","448","BURGLARY","20","F","Poison","Other Crime","8","No",""
"6436","04-05-2022 11:00","05-03-2022 14:00","03-05-2022 21:05","Mumbai","103","SEXUAL ASSAULT","55","F","None","Violent Crime","16","Yes","08-04-2023 11:00"
"6450","06-05-2022 10:00","05-04-2022 22:00","05-05-2022 00:54","Mumbai","461","PUBLIC INTOXICATION","48","F","Blunt Object","Other Crime","4","No",""
"6455","06-05-2022 21:00","05-05-2022 02:00","05-05-2022 09:48","Mumbai","155","ROBBERY","51","F","Knife","Violent Crime","12","No",""
"6459","07-05-2022 06:00","05-04-2022 10:00","04-05-2022 23:37","Mumbai","287","TRAFFIC VIOLATION","20","F","Explosives","Traffic Fatality","1","Yes","28-05-2022 06:00"
"6468","08-05-2022 02:00","05-06-2022 11:00","06-05-2022 21:56","Mumbai","140","BURGLARY","41","F","Explosives","Other Crime","12","Yes","21-07-2022 02:00"
"6477","09-05-2022 12:00","05-07-2022 18:00","08-05-2022 00:06","Mumbai","574","ASSAULT","24","M","Blunt Object","Violent Crime","1","No",""
